AIRCRAFT,RENAMED,ACCL,AEM,AMAX,CACCL,CARROP,CATG,CCLIMB,CGFRC,CLIMB,CLRNG,DIVE,DMPIPP,DTRNG,EXPND,FLIR,FMC,GEM,GFRC,INVSB,IRTW,JP,LDELY,LINK16,MAINT,MNFAL,MNMNT,MNRPR,MSOA,ODELY,PBBAD,PBBDA,PBFAL,PBGAB,PBLCH,PBREC,PBRTB,PSILOW,PSILOWPD,PSIMIN,PSINITE,PSINITEPD,PSIRATIO,QMAX,RADTW,RANGE,RCVR,RDELY,REACT,RSURF,SDMNT,SEM,SLTPR,SURVV,SYSFL,TNKR,VCRU,VISTW,VMAX,VMIN,XSECT
FITTERA,,,75,45000,,NO ,JET     ,4000,,4000,2,,1,4,YES,NO,95.00,100,,NO ,,5060,5,NO ,100,450,200,50,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1275,NONE,60,YES,UNIMPROVED,150,100,MED,,,NONE,480,,700,200,5
FITTERC,,,75,45000,,NO ,JET     ,4000,,4000,2,,1,4,YES,NO,95.00,100,,NO ,,5060,5,NO ,100,450,200,50,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1275,NONE,60,YES,UNIMPROVED,150,100,MED,,,NONE,480,,700,,5
FITTERD,,,75,45000,,NO ,JET     ,4000,,4000,2,,1,4,YES,NO,95.00,100,,NO ,,5060,5,NO ,100,450,200,50,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1275,NONE,60,YES,UNIMPROVED,150,100,MED,,,NONE,480,,700,0,5
FITTERF,,,75,45000,,NO ,JET     ,4000,,4000,2,,1,4,YES,NO,95.00,100,,NO ,,5060,5,NO ,100,450,200,50,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1275,NONE,60,YES,UNIMPROVED,150,100,MED,,,NONE,480,,700,140,5
FITTERH,,,75,45000,,NO ,JET     ,4000,,4000,2,,1,4,YES,NO,95.00,100,,NO ,,5060,5,NO ,100,450,200,50,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1275,NONE,60,YES,UNIMPROVED,150,100,MED,,,NONE,480,,700,200,5
FITTERK,,120,75,45000,200,NO ,JET     ,4000,7.50,3000,2,,1,4,YES,NO,95.00,100,3.50,NO ,,5060,5,NO ,100,450,200,50,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1275,NONE,60,YES,UNIMPROVED,150,100,MED,,,NONE,480,,700,200,5
FLAGONF,,,100,57400,,NO ,JET     ,2000,,2000,2,,1,4,YES,NO,95.00,100,,NO ,,10230,3,NO ,100,600,200,25,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1300,NONE,60,YES,IMPROVED,100,100,MED,,,NONE,550,,700,,10
FLANKERB,,250,115,50000,350,NO ,JET     ,10000,10.00,6000,2,,1,4,YES,YES,95.00,100,6.00,NO ,,8500,3,NO ,100,600,200,25,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1960,DROGUE,60,YES,IMPROVED,100,100,HIGH,,,NONE,510,,1000,90,5
FLOGGERB,,,70,50000,,NO ,JET     ,8000,,8000,2,,1,4,YES,NO,95.00,100,,NO ,,5800,3,NO ,100,600,200,25,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1300,NONE,60,YES,UNIMPROVED,100,100,MED,,,NONE,540,,1200,200,5
FLOGGERC,,,70,50000,,NO ,JET     ,8000,,8000,2,,1,4,YES,NO,95.00,100,,NO ,,5800,1,NO ,100,600,200,25,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1300,NONE,60,YES,UNIMPROVED,100,100,MED,,,NONE,540,,800,200,5
FLOGGERD,,180,70,50000,300,NO ,JET     ,8000,8.00,6000,2,,1,4,YES,NO,95.00,100,4.50,NO ,,5800,5,NO ,100,600,200,25,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1300,NONE,60,YES,UNIMPROVED,100,100,MED,,,NONE,540,,800,200,5
FLOGGERE,,,70,50000,,NO ,JET     ,8000,,8000,2,,1,4,YES,NO,95.00,100,,NO ,,5800,5,NO ,100,600,200,25,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1300,NONE,60,YES,UNIMPROVED,100,100,MED,,,NONE,540,,1200,,5
FLOGGERG,,200,70,50000,300,NO ,JET     ,8000,7.50,600,2,,1,4,YES,NO,95.00,100,3.50,NO ,,5800,3,NO ,100,600,200,25,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1300,NONE,60,YES,UNIMPROVED,100,100,MED,,,NONE,540,,1200,180,5
FLOGGERH,,,70,50000,,NO ,JET     ,8000,,8000,2,,1,4,YES,NO,95.00,100,,NO ,,5800,5,NO ,100,600,200,25,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1300,NONE,60,YES,UNIMPROVED,100,100,MED,,,NONE,540,,800,160,5
FLOGGERJ,,200,70,50000,400,NO ,JET     ,8000,7.50,6000,2,,1,4,YES,NO,95.00,100,3.50,NO ,,5800,5,NO ,100,600,200,25,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1300,NONE,60,YES,UNIMPROVED,100,100,MED,,,NONE,540,,800,200,5
FLOGGERK,,,70,50000,,NO ,JET     ,8000,,8000,2,,1,4,YES,NO,95.00,100,,NO ,,5800,3,NO ,100,600,200,25,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1300,NONE,60,YES,UNIMPROVED,100,100,MED,,,NONE,540,,1200,200,5
FMK3,,200,125,60000,300,NO ,JET     ,10000,7.50,6000,2,,1,5,YES,NO,95.00,100,3.50,NO ,,15800,3,NO ,100,600,200,25,300,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1675,DROGUE,60,YES,IMPROVED,100,100,MED,,,NONE,510,,1000,140,4
FOKER100,,150,1,40000,200,NO ,JET     ,3000,2.50,2500,10,,1,15,NO ,NO,95.00,1,1.45,NO ,,37960,10,NO ,100,800,100,60,1000,25,5.00,5.00,,5.00,,,5.00,,,,,,,350,,3022,NONE,60,NO ,IMPROVED,100,1,NONE,,,NONE,480,,540,120,10
FOKERF27,,,1,30000,,NO ,JET     ,3200,,3200,7,,1,15,NO ,NO,95.00,1,,NO ,,32675,10,NO ,200,600,300,50,1000,100,5.00,5.00,,5.00,,,5.00,,,,,,,300,,1900,NONE,100,NO ,IMPROVED,150,1,NONE,,,NONE,300,,360,,15
FORGERA,,,70,50000,,YES,JET     ,3000,,3000,2,,1,5,YES,NO,95.00,100,,NO ,,12000,5,NO ,100,600,200,25,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,575,,1400,NONE,60,YES,UNIMPROVED,100,100,MED,,,NONE,480,,640,200,5
FOXBATA,,200,120,65000,400,NO ,JET     ,10000,8.00,6000,2,,1,5,YES,NO,95.00,100,2.50,NO ,,13000,3,NO ,100,600,200,25,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1800,NONE,60,YES,IMPROVED,100,100,MED,,,NONE,540,,1600,200,5
FOXBATB,,,120,65000,,NO ,JET     ,10000,,10000,2,,1,5,NO ,YES,95.00,100,,NO ,,15000,5,NO ,100,600,200,25,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1800,NONE,60,NO ,IMPROVED,100,100,MED,,,NONE,540,,1600,200,5
FOXBATC,,,120,65000,,NO ,JET     ,10000,,10000,2,,1,5,YES,NO,95.00,100,,NO ,,14000,5,NO ,100,600,200,25,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1800,NONE,60,YES,IMPROVED,100,100,MED,,,NONE,540,,1600,200,5
FOXBATD,,300,120,65000,450,NO ,JET     ,10000,8.00,6000,2,,1,5,NO ,YES,95.00,100,3.50,NO ,,15000,5,NO ,100,600,200,25,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1800,NONE,60,NO ,IMPROVED,100,100,MED,,,NONE,540,,1600,180,5
FOXBATE,,,120,65000,,NO ,JET     ,10000,,10000,2,,1,5,YES,NO,95.00,100,,NO ,,13000,3,NO ,100,600,200,25,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1800,NONE,60,YES,IMPROVED,100,100,MED,,,NONE,540,,1600,0,5
FOXBATF,,,120,65000,,NO ,JET     ,10000,,10000,2,,1,5,YES,NO,95.00,100,,NO ,,14000,5,NO ,100,600,200,25,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1800,NONE,60,YES,IMPROVED,100,100,MED,,,NONE,540,,1600,200,5
FRESCOA,,100,60,40000,200,NO ,JET     ,5000,7.50,4000,4,,1,7,YES,NO,95.00,100,3.50,NO ,,8000,3,NO ,100,600,200,25,500,15,5.00,5.00,,5.00,,,5.00,,,,,,,550,,800,NONE,60,YES,UNIMPROVED,100,100,MED,,,NONE,420,,570,200,10
FRESCOB,,180,60,40000,200,NO ,JET     ,5000,7.50,4000,4,,1,7,YES,NO,95.00,100,3.50,NO ,,8000,3,NO ,100,600,200,25,500,15,5.00,5.00,,5.00,,,5.00,,,,,,,550,,800,NONE,60,YES,UNIMPROVED,100,100,MED,,,NONE,420,,570,200,10
FRESCOC,,200,60,40000,300,NO ,JET     ,5000,7.50,4000,4,,1,7,YES,NO,95.00,100,3.50,NO ,,7370,3,NO ,100,600,200,25,500,15,5.00,5.00,,5.00,,,5.00,,,,,,,550,,600,NONE,60,YES,UNIMPROVED,100,100,MED,,,NONE,420,,570,180,10
FRESCOD,,200,60,40000,300,NO ,JET     ,5000,7.50,4000,4,,1,7,YES,NO,95.00,100,3.50,NO ,,7370,3,NO ,100,600,200,25,500,15,5.00,5.00,,5.00,,,5.00,,,,,,,550,,600,NONE,60,YES,UNIMPROVED,100,100,MED,,,NONE,420,,570,180,10
FRGFOOTA,,125,70,48000,150,NO ,JET     ,4000,6.50,3500,2,,1,5,NO ,NO,95.00,100,2.50,NO ,,9200,5,NO ,100,600,200,25,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1045,NONE,60,NO ,UNIMPROVED,100,100,MED,,,NONE,540,,600,120,5
FULCRUMA,,350,105,50000,400,NO ,JET     ,10000,8.50,6000,2,,1,4,YES,YES,95.00,100,4.50,NO ,,11500,3,NO ,100,600,200,25,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1320,NONE,60,YES,UNIMPROVED,100,100,MED,,,NONE,510,,1000,200,5
FULCRUMC,,300,105,50000,500,NO ,JET     ,10000,10.00,6000,2,,1,4,YES,YES,95.00,100,6.00,NO ,,11500,3,NO ,100,600,200,25,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1320,NONE,60,YES,UNIMPROVED,100,100,MED,,,NONE,510,,1000,200,5
FXHOUNDA,,300,130,65000,600,NO ,JET     ,12000,9.00,6000,2,,1,4,YES,YES,95.00,100,5.50,NO ,,14000,3,NO ,100,600,200,25,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,2280,DROGUE,60,YES,IMPROVED,100,100,HIGH,,,NONE,540,,1300,90,5
G222,,,1,30000,,NO ,JET     ,3200,,3200,7,,1,15,NO ,NO,95.00,1,,NO ,,32675,10,NO ,200,600,300,50,1000,100,5.00,5.00,,5.00,,,5.00,,,,,,,300,,1900,NONE,100,NO ,UNIMPROVED,150,1,NONE,,,NONE,300,,360,72,15
G91R,,,85,33000,,NO ,JET     ,7000,,7000,2,,1,5,YES,NO,95.00,100,,NO ,,10700,5,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,800,NONE,60,YES,IMPROVED,100,100,MED,,,NONE,390,,690,0,5
G91Y,,,85,33000,,NO ,JET     ,7000,,7000,2,,1,5,YES,NO,95.00,100,,NO ,,10700,5,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1350,NONE,60,YES,IMPROVED,100,100,MED,,,NONE,390,,690,138,5
GALEB,,125,50,45000,150,NO ,JET     ,4000,6.00,3000,2,,1,4,YES,NO,95.00,100,3.00,NO ,,5060,1,NO ,100,600,200,25,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1200,NONE,60,YES,IMPROVED,100,100,MED,,,NONE,480,,700,200,5
GAZELLE,,,1,14700,,YES,JET     ,1500,,1500,4,,1,7,NO ,NO,95.00,100,,NO ,,1870,1,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,100,,300,NONE,60,NO ,UNIMPROVED,100,100,LOW,,,NONE,140,,155,156,10
GLIDER,,10,1,12000,45,NO ,JET     ,2000,2.00,500,5,,1,5,NO ,NO,99.00,1,1.45,NO ,,100,5,NO ,100,800,200,60,100,0,5.00,5.00,,5.00,,,5.00,,,,,,,120,,600,NONE,5,NO ,UNIMPROVED,100,1,LOW,,,NONE,60,,150,30,-6
GRMK1,,200,95,35000,300,NO ,JET     ,10000,7.50,6000,2,,1,5,YES,NO,95.00,100,3.50,NO ,,15800,5,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1675,DROGUE,60,YES,IMPROVED,100,100,MED,,,NONE,480,,700,140,5
GRMK1A,,128,95,35000,240,NO ,JET     ,10000,7.50,6000,2,,1,5,YES,NO,95.00,100,3.50,NO ,,15800,5,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1675,DROGUE,60,YES,IMPROVED,100,100,MED,,,NONE,480,,700,140,5
GRMK1B,,150,95,35000,240,NO ,JET     ,10000,7.50,6000,2,,1,5,YES,NO,95.00,100,3.50,NO ,,15800,5,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1675,DROGUE,60,YES,IMPROVED,100,100,MED,,,NONE,480,,700,140,5
GRMK4,,150,95,35000,240,NO ,JET     ,10000,7.50,6000,2,,1,5,YES,NO,95.00,100,3.50,NO ,,15800,5,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1675,DROGUE,60,YES,IMPROVED,100,100,MED,,,NONE,480,,700,140,5
GRMK4A,,150,95,35000,240,NO ,JET     ,10000,7.50,6000,2,,1,5,YES,NO,95.00,100,3.50,NO ,,15800,5,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1675,DROGUE,60,YES,IMPROVED,100,100,MED,,,NONE,480,,700,140,5
GRMK7,,150,100,50000,240,YES,JET     ,3000,7.50,2500,2,,1,5,YES,NO,95.00,100,3.50,NO ,,9000,5,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,700,DROGUE,60,YES,UNIMPROVED,100,100,MED,,,NONE,480,,640,0,5
H-5,,,1,39000,,NO ,JET     ,2000,,2000,4,,1,7,NO ,NO,95.00,100,,NO ,,11900,10,NO ,200,1000,150,100,1000,100,5.00,5.00,,5.00,,,5.00,,,,,,,300,,1300,NONE,100,NO ,IMPROVED,100,100,MED,,,NONE,400,,480,200,5
H76,,,1,10000,,YES,JET     ,1000,,1000,3,,1,6,NO ,NO,95.00,100,,NO ,,5400,1,NO ,200,1000,200,50,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,150,,600,NONE,30,NO ,UNIMPROVED,100,100,LOW,,,NONE,125,,150,,5
HAMC,,,1,10000,,NO ,JET     ,1500,,1500,4,,1,7,NO ,NO,95.00,100,,NO ,,7370,1,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,100,,1000,NONE,60,NO ,UNIMPROVED,100,100,LOW,,,NONE,120,,120,0,10
HARKE,,,1,10000,,YES,JET     ,1500,,1500,4,,1,7,NO ,NO,95.00,1,,NO ,,7370,1,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,100,,1000,NONE,60,NO ,UNIMPROVED,100,1,NONE,,,NONE,120,,120,24,10
HAWK,,,75,48000,,NO ,JET     ,9600,,9600,2,,1,5,YES,YES,95.00,100,,NO ,,2006,3,NO ,100,600,200,25,100,25,5.00,5.00,,5.00,,,5.00,,,,,,,450,,600,NONE,60,YES,IMPROVED,100,100,LOW,,,NONE,420,,500,,5
HAWK200,,,75,48000,,NO ,JET     ,9600,,9600,2,,1,5,YES,YES,95.00,100,,NO ,,2006,3,NO ,100,600,200,25,100,25,5.00,5.00,,5.00,,,5.00,,,,,,,450,,600,NONE,60,YES,IMPROVED,100,100,LOW,,,NONE,420,,500,0,5
HAZEA,,,1,10000,,YES,JET     ,1000,,1000,4,,1,7,NO ,NO,95.00,100,,NO ,,8500,1,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,100,,600,NONE,60,NO ,UNIMPROVED,100,100,NONE,,,NONE,120,,150,150,10
HC130N,,50,1,30000,80,NO ,JET     ,3200,3.00,2400,7,,1,15,NO ,NO,95.00,100,1.45,NO ,,32675,10,NO ,100,800,200,60,500,0,5.00,5.00,,5.00,,,5.00,,,,,,,300,,1900,BOOM,60,NO ,UNIMPROVED,100,100,NONE,,,DROGUE,300,,360,115,15
HC130P,,60,1,30000,80,NO ,JET     ,3200,3.00,2400,7,,1,15,NO ,NO,95.00,100,1.45,NO ,,32675,10,NO ,100,800,200,60,500,0,5.00,5.00,,5.00,,,5.00,,,,,,,300,,1900,BOOM,60,NO ,UNIMPROVED,100,100,NONE,,,DROGUE,300,,360,115,15
HELIXA,,,1,10000,,YES,JET     ,1500,,1500,4,,1,7,NO ,NO,95.00,100,,NO ,,7370,1,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,100,,1000,NONE,60,NO ,UNIMPROVED,100,100,LOW,,,NONE,120,,120,121,10
HELIXB,,,1,10000,,YES,JET     ,1500,,1500,4,,1,7,NO ,NO,95.00,100,,NO ,,7370,1,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,100,,1000,NONE,60,NO ,UNIMPROVED,100,100,LOW,,,NONE,120,,120,,10
HELIXC,,,1,10000,,YES,JET     ,1500,,1500,4,,1,7,NO ,NO,95.00,100,,NO ,,7370,1,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,100,,1000,NONE,60,NO ,UNIMPROVED,100,100,LOW,,,NONE,120,,120,0,10
HH3E,,,1,10000,,YES,JET     ,1000,,1000,3,,1,6,NO ,NO,95.00,1,,NO ,,5400,1,NO ,200,1000,200,50,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,140,,600,NONE,30,NO ,UNIMPROVED,100,1,LOW,,,NONE,120,,140,0,5
HH60G,,20,1,10000,40,YES,JET     ,1000,4.00,800,3,,1,6,NO ,NO,95.00,1,2.20,NO ,,5400,1,NO ,100,1000,200,50,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,150,,600,DROGUE,30,NO ,UNIMPROVED,100,1,LOW,,,NONE,180,,220,0,5
HH60H,,20,1,10000,40,YES,JET     ,1000,4.00,800,3,,1,6,NO ,NO,95.00,100,2.20,NO ,,5400,1,NO ,100,1000,200,50,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,150,,600,DROGUE,30,NO ,UNIMPROVED,100,100,LOW,,,NONE,180,,220,0,5
HINDC,,,100,10000,,YES,JET     ,1500,,1500,4,,1,7,NO ,NO,95.00,100,,NO ,,7370,1,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,100,,1000,NONE,60,NO ,UNIMPROVED,100,100,LOW,,,NONE,120,,120,0,10
HINDD,,20,100,10000,40,YES,JET     ,1500,4.50,1200,4,,1,7,NO ,NO,95.00,100,2.20,NO ,,7370,1,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,100,,1000,NONE,60,NO ,UNIMPROVED,100,100,LOW,,,NONE,120,,120,0,10
HIPC,,,1,14700,,YES,JET     ,1500,,1500,4,,1,7,NO ,NO,95.00,100,,NO ,,1870,1,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,100,,300,NONE,60,NO ,UNIMPROVED,100,100,LOW,,,NONE,140,,155,31,10
HIPE,,,1,14700,,YES,JET     ,1500,,1500,4,,1,7,NO ,NO,95.00,100,,NO ,,1870,1,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,100,,300,NONE,60,NO ,UNIMPROVED,100,100,LOW,,,NONE,140,,155,155,10
HIPJ,,,1,14700,,YES,JET     ,1500,,1500,4,,1,7,NO ,NO,95.00,100,,NO ,,1870,1,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,100,,300,NONE,60,NO ,UNIMPROVED,100,100,LOW,,,NONE,140,,155,156,10
HOKUM,,,100,10000,,YES,JET     ,1500,,1500,4,,1,7,YES,NO,95.00,100,,NO ,,7370,1,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,100,,1000,NONE,60,YES,UNIMPROVED,100,100,LOW,,,NONE,120,,120,,10
HOODLUMA,,,1,10000,,YES,JET     ,1500,,1500,4,,1,7,NO ,NO,95.00,100,,NO ,,7370,1,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,100,,1000,NONE,60,NO ,UNIMPROVED,100,100,LOW,,,NONE,120,,120,0,10
HOODLUMB,,,1,10000,,YES,JET     ,1500,,1500,4,,1,7,NO ,NO,95.00,100,,NO ,,7370,1,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,100,,1000,NONE,60,NO ,UNIMPROVED,100,100,LOW,,,NONE,120,,120,24,10
HOOK,,,1,14500,,YES,JET     ,1500,,1500,4,,1,7,NO ,NO,95.00,1,,NO ,,2450,1,NO ,100,600,200,25,100,15,5.00,5.00,,5.00,,,5.00,,,,,,,100,,450,NONE,15,NO ,UNIMPROVED,100,1,LOW,,,NONE,135,,185,185,10
HOPLITEC,,,1,10000,,YES,JET     ,750,,750,4,,1,7,NO ,NO,95.00,100,,NO ,,1000,1,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,100,,250,NONE,30,NO ,UNIMPROVED,100,100,LOW,,,NONE,100,,150,151,10
HORMONEA,,,1,10000,,YES,JET     ,1500,,1500,4,,1,7,NO ,NO,95.00,100,,NO ,,7370,1,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,100,,1000,NONE,60,NO ,UNIMPROVED,100,100,LOW,,,NONE,120,,120,,10
HORMONEB,,,1,11500,,YES,JET     ,1500,,1500,4,,1,7,NO ,NO,95.00,100,,NO ,,1200,1,NO ,100,600,200,25,100,15,5.00,5.00,,5.00,,,5.00,,,,,,,100,,405,NONE,15,NO ,UNIMPROVED,100,100,LOW,,,NONE,120,,135,0,10
HOUND,,20,1,16000,40,YES,JET     ,1500,4.00,1200,4,,1,7,NO ,NO,95.00,1,2.20,NO ,,1700,1,NO ,100,600,200,25,100,15,5.00,5.00,,5.00,,,5.00,,,,,,,100,,300,NONE,15,NO ,UNIMPROVED,100,1,LOW,,,NONE,100,,130,0,10
HS125,,,1,40000,,NO ,JET     ,9600,,9600,2,,1,5,NO ,NO,95.00,1,,NO ,,8000,5,NO ,100,600,200,25,1000,1,5.00,5.00,,5.00,,,5.00,,,,,,,350,,1600,NONE,25,NO ,IMPROVED,100,1,LOW,,,NONE,400,,410,82,5
HS13,,,1,10000,,YES,JET     ,1000,,1000,3,,1,6,NO ,NO,95.00,100,,NO ,,5400,1,NO ,200,1000,200,50,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,100,,600,NONE,30,NO ,UNIMPROVED,100,100,LOW,,,NONE,110,,120,120,5
HS748,,,1,35000,,NO ,JET     ,3000,,3000,10,,1,15,NO ,NO,95.00,1,,NO ,,150000,10,NO ,100,800,200,60,1000,25,5.00,5.00,,5.00,,,5.00,,,,,,,350,,8000,NONE,80,NO ,IMPROVED,100,1,LOW,,,NONE,480,,540,200,10
HU25,,,1,40000,,NO ,JET     ,9600,,9600,2,,1,5,NO ,NO,95.00,1,,NO ,,8000,5,NO ,100,600,200,25,1000,1,5.00,5.00,,5.00,,,5.00,,,,,,,350,,1600,NONE,25,NO ,IMPROVED,100,1,LOW,,,NONE,400,,410,200,5
HU5,,,1,10000,,YES,JET     ,1000,,1000,3,,1,6,NO ,NO,95.00,100,,NO ,,5400,1,NO ,200,1000,200,50,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,100,,600,NONE,30,NO ,UNIMPROVED,100,100,LOW,,,NONE,110,,120,121,5
HUNTER,,,1,31000,,YES,JET     ,3000,,3000,5,,1,5,NO ,NO,95.00,1,,NO ,,12400,10,NO ,100,800,200,60,500,0,5.00,5.00,,5.00,,,5.00,,,,,,,125,,2000,NONE,60,NO ,UNIMPROVED,100,1,HIGH,,,NONE,110,,125,0,10
HV22B,,,1,30000,,YES,JET     ,2000,,2000,7,,1,15,NO ,NO,95.00,100,,NO ,,33000,10,NO ,100,1000,200,60,500,0,5.00,5.00,,5.00,,,5.00,,,,,,,300,,2500,NONE,60,NO ,UNIMPROVED,100,100,NONE,,,NONE,300,,360,180,15
IL-12,,,1,30000,,NO ,JET     ,3200,,3200,7,,1,15,NO ,NO,95.00,1,,NO ,,32675,10,NO ,200,600,300,50,1000,100,5.00,5.00,,5.00,,,5.00,,,,,,,300,,1900,NONE,100,NO ,IMPROVED,150,1,NONE,,,NONE,300,,360,,15
JA37,,240,100,48000,300,NO ,JET     ,10000,7.50,6000,2,,1,5,YES,NO,95.00,100,4.00,NO ,,15000,3,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,600,NONE,60,YES,UNIMPROVED,100,100,MED,,,NONE,480,,1200,120,4
JAGUARA,,,95,50000,,NO ,JET     ,7000,,7000,2,,1,5,YES,NO,95.00,100,,NO ,,9000,5,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1650,NONE,60,YES,IMPROVED,100,100,MED,,,NONE,510,,700,0,5
JAGUARE,,120,95,50000,250,NO ,JET     ,7000,6.00,4000,2,,1,5,YES,NO,95.00,100,3.50,NO ,,9000,5,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1650,BOOM,60,YES,IMPROVED,100,100,MED,,,NONE,510,,700,140,5
JAS39,,150,145,50000,240,NO ,JET     ,9000,8.00,4000,2,,1,5,YES,NO,95.00,100,4.00,NO ,,14000,5,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,860,DROGUE,60,YES,UNIMPROVED,100,100,MED,,,NONE,480,,900,200,5
JASTREB,,180,60,45000,240,NO ,JET     ,4000,6.00,2500,2,,1,4,YES,NO,95.00,100,3.00,NO ,,5060,1,NO ,100,600,200,25,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1200,NONE,60,YES,IMPROVED,100,100,MED,,,NONE,480,,700,200,5
JETPRVST,,,100,45000,,NO ,JET     ,3000,,3000,2,,1,5,YES,NO,95.00,100,,NO ,,8000,5,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1050,NONE,60,YES,IMPROVED,100,100,LOW,,,NONE,480,,600,,5
JSF,,,200,50000,,NO ,JET     ,10000,,10000,2,,1,5,NO ,NO,95.00,200,,YES,,17300,5,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,8000,NONE,60,YES,IMPROVED,100,200,HIGH,,,NONE,510,,1500,0,5
K2VICTOR,,,1,60000,,NO ,JET     ,3000,,3000,8,,1,15,NO ,NO,95.00,1,,NO ,,123000,10,NO ,200,1000,300,100,1000,1,5.00,5.00,,5.00,,,5.00,,,,,,,350,,4600,NONE,100,NO ,IMPROVED,150,1,NONE,,,NONE,470,,500,100,10
